"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Mobile County, AL"	"01097"	"2013"	"2013"	524	414079	126.5	115.7	137.4	124.1	113.3	134.9
	"Monroe County, AL"	"01099"	"2009"	"2009"	26	23218	112.0	73.2	164.1	113.2	73.2	167.1
	"Monroe County, AL"	"01099"	"2010"	"2010"	22	23068	95.4	59.8	144.4	90.8	56.2	138.9
	"Monroe County, AL"	"01099"	"2011"	"2011"	22	22760	96.7	60.6	146.3	87.7	54.3	134.1
	"Monroe County, AL"	"01099"	"2012"	"2012"	24	22602	106.2	68.0	158.0	104.5	66.2	156.8
	"Monroe County, AL"	"01099"	"2013"	"2013"	24	22236	107.9	69.2	160.6	99.1	62.1	150.1
	"Montgomery County, AL"	"01101"	"2009"	"2009"	212	227607	93.1	80.6	105.7	95.8	82.8	108.7
	"Montgomery County, AL"	"01101"	"2010"	"2010"	231	229363	100.7	87.7	113.7	102.6	89.2	115.9
	"Montgomery County, AL"	"01101"	"2011"	"2011"	240	232032	103.4	90.3	116.5	103.6	90.4	116.9
	"Montgomery County, AL"	"01101"	"2012"	"2012"	261	230149	113.4	99.6	127.2	114.1	100.2	128.1
	"Montgomery County, AL"	"01101"	"2013"	"2013"	267	226659	117.8	103.7	131.9	114.3	100.5	128.2
	"Morgan County, AL"	"01103"	"2009"	"2009"	133	118954	111.8	92.8	130.8	111.6	92.5	130.8
	"Morgan County, AL"	"01103"	"2010"	"2010"	126	119490	105.4	87.0	123.9	103.4	85.1	121.7
	"Morgan County, AL"	"01103"	"2011"	"2011"	150	119953	125.0	105.0	145.1	123.2	103.3	143.1
	"Morgan County, AL"	"01103"	"2012"	"2012"	170	120395	141.2	120.0	162.4	139.1	118.0	160.2
	"Morgan County, AL"	"01103"	"2013"	"2013"	144	119787	120.2	100.6	139.8	116.1	96.9	135.3
	"Perry County, AL"	"01105"	"2009"	"2009"	15	10690	Unreliable	78.5	231.4	Unreliable	82.3	252.5
	"Perry County, AL"	"01105"	"2010"	"2010"	15	10591	Unreliable	79.3	233.6	Unreliable	65.5	201.1
	"Perry County, AL"	"01105"	"2011"	"2011"	18	10373	Unreliable	102.8	274.2	Unreliable	93.1	264.5
	"Perry County, AL"	"01105"	"2012"	"2012"	16	10181	Unreliable	89.8	255.2	Unreliable	78.0	230.0
	"Perry County, AL"	"01105"	"2013"	"2013"	12	10020	Unreliable	61.9	209.2	Unreliable	56.1	200.9
	"Pickens County, AL"	"01107"	"2009"	"2009"	30	19814	151.4	102.2	216.1	141.2	94.5	202.7
	"Pickens County, AL"	"01107"	"2010"	"2010"	19	19746	Unreliable	57.9	150.3	Unreliable	50.4	134.4
	"Pickens County, AL"	"01107"	"2011"	"2011"	42	19349	217.1	156.4	293.4	180.4	129.4	244.7
	"Pickens County, AL"	"01107"	"2012"	"2012"	32	19405	164.9	112.8	232.8	140.2	94.6	200.2
	"Pickens County, AL"	"01107"	"2013"	"2013"	44	19401	226.8	164.8	304.5	201.2	144.4	272.9
	"Pike County, AL"	"01109"	"2009"	"2009"	31	32560	95.2	64.7	135.1	100.2	67.1	144.0
	"Pike County, AL"	"01109"	"2010"	"2010"	51	32899	155.0	115.4	203.8	153.8	113.8	203.4
	"Pike County, AL"	"01109"	"2011"	"2011"	42	32915	127.6	92.0	172.5	123.9	88.5	168.7
	"Pike County, AL"	"01109"	"2012"	"2012"	28	33182	84.4	56.1	122.0	78.9	51.5	115.5
	"Pike County, AL"	"01109"	"2013"	"2013"	49	33339	147.0	108.7	194.3	159.7	116.9	213.0
	"Randolph County, AL"	"01111"	"2009"	"2009"	29	22864	126.8	84.9	182.2	120.5	80.1	174.2
	"Randolph County, AL"	"01111"	"2010"	"2010"	33	22913	144.0	99.1	202.3	132.9	90.3	188.7
	"Randolph County, AL"	"01111"	"2011"	"2011"	21	22787	92.2	57.0	140.9	75.8	46.3	117.0
	"Randolph County, AL"	"01111"	"2012"	"2012"	37	22675	163.2	114.9	224.9	160.3	111.0	224.0
	"Randolph County, AL"	"01111"	"2013"	"2013"	43	22727	189.2	136.9	254.9	168.3	119.7	230.1
	"Russell County, AL"	"01113"	"2009"	"2009"	60	52162	115.0	87.8	148.1	114.9	87.4	148.1
	"Russell County, AL"	"01113"	"2010"	"2010"	65	52947	122.8	94.7	156.5	125.9	96.9	160.8
	"Russell County, AL"	"01113"	"2011"	"2011"	89	54572	163.1	131.0	200.7	167.4	134.0	206.4
	"Russell County, AL"	"01113"	"2012"	"2012"	66	57820	114.1	88.3	145.2	118.6	91.6	151.2
	"Russell County, AL"	"01113"	"2013"	"2013"	52	59585	87.3	65.2	114.4	90.3	67.2	118.7
	"St. Clair County, AL"	"01115"	"2009"	"2009"	89	83009	107.2	86.1	131.9	111.3	89.0	137.5
	"St. Clair County, AL"	"01115"	"2010"	"2010"	110	83593	131.6	107.0	156.2	143.1	115.9	170.3
	"St. Clair County, AL"	"01115"	"2011"	"2011"	158	84398	187.2	158.0	216.4	193.1	162.4	223.9
	"St. Clair County, AL"	"01115"	"2012"	"2012"	134	85237	157.2	130.6	183.8	165.6	137.1	194.0
	"St. Clair County, AL"	"01115"	"2013"	"2013"	134	86308	155.3	129.0	181.5	161.4	133.7	189.1
	"Shelby County, AL"	"01117"	"2009"	"2009"	165	192708	85.6	72.6	98.7	103.4	87.1	119.6
	"Shelby County, AL"	"01117"	"2010"	"2010"	198	195085	101.5	87.4	115.6	120.0	102.9	137.2
	"Shelby County, AL"	"01117"	"2011"	"2011"	200	197936	101.0	87.0	115.0	116.8	100.3	133.4
	"Shelby County, AL"	"01117"	"2012"	"2012"	208	200941	103.5	89.4	117.6	116.4	100.3	132.5
	"Shelby County, AL"	"01117"	"2013"	"2013"	202	204180	98.9	85.3	112.6	106.7	91.8	121.6
	"Sumter County, AL"	"01119"	"2010"	"2010"	15	13763	Unreliable	61.0	179.8	Unreliable	52.6	161.6
	"Sumter County, AL"	"01119"	"2011"	"2011"	15	13478	Unreliable	62.3	183.6	Unreliable	51.1	164.2
	"Sumter County, AL"	"01119"	"2012"	"2012"	10	13427	Unreliable	35.7	137.0	Unreliable	31.8	131.9
	"Sumter County, AL"	"01119"	"2013"	"2013"	18	13361	Unreliable	79.8	212.9	Unreliable	73.5	208.8
	"Talladega County, AL"	"01121"	"2009"	"2009"	100	82674	121.0	97.2	144.7	123.3	98.9	147.7
	"Talladega County, AL"	"01121"	"2010"	"2010"	100	82291	121.5	97.7	145.3	123.4	99.0	147.7
	"Talladega County, AL"	"01121"	"2011"	"2011"	112	81664	137.1	111.7	162.5	135.0	109.8	160.3
	"Talladega County, AL"	"01121"	"2012"	"2012"	139	81762	170.0	141.7	198.3	166.1	138.1	194.1
	"Talladega County, AL"	"01121"	"2013"	"2013"	150	81096	185.0	155.4	214.6	178.0	149.1	206.8
	"Tallapoosa County, AL"	"01123"	"2009"	"2009"	57	41831	136.3	103.2	176.5	124.2	93.6	161.7
	"Tallapoosa County, AL"	"01123"	"2010"	"2010"	62	41616	149.0	114.2	191.0	126.8	96.5	163.6
	"Tallapoosa County, AL"	"01123"	"2011"	"2011"	60	41623	144.2	110.0	185.6	127.0	96.2	164.6
	"Tallapoosa County, AL"	"01123"	"2012"	"2012"	75	41168	182.2	143.3	228.4	158.9	123.9	200.8
	"Tallapoosa County, AL"	"01123"	"2013"	"2013"	83	41203	201.4	160.4	249.7	169.3	133.8	211.3
	"Tuscaloosa County, AL"	"01125"	"2009"	"2009"	215	192792	111.5	96.6	126.4	124.1	107.2	140.9
	"Tuscaloosa County, AL"	"01125"	"2010"	"2010"	234	194656	120.2	104.8	135.6	131.4	114.3	148.6
	"Tuscaloosa County, AL"	"01125"	"2011"	"2011"	257	197211	130.3	114.4	146.3	143.2	125.3	161.0
	"Tuscaloosa County, AL"	"01125"	"2012"	"2012"	191	198596	96.2	82.5	109.8	105.4	90.2	120.7
	"Tuscaloosa County, AL"	"01125"	"2013"	"2013"	249	200821	124.0	108.6	139.4	136.1	118.9	153.3
	"Walker County, AL"	"01127"	"2009"	"2009"	137	67347	203.4	169.4	237.5	200.9	166.7	235.1
	"Walker County, AL"	"01127"	"2010"	"2010"	153	67023	228.3	192.1	264.5	217.9	182.7	253.0
	"Walker County, AL"	"01127"	"2011"	"2011"	161	66661	241.5	204.2	278.8	238.1	200.6	275.7
	"Walker County, AL"	"01127"	"2012"	"2012"	163	66221	246.1	208.4	283.9	232.2	195.8	268.7
	"Walker County, AL"	"01127"	"2013"	"2013"	172	65998	260.6	221.7	299.6	246.4	208.6	284.2
	"Washington County, AL"	"01129"	"2009"	"2009"	24	17493	137.2	87.9	204.1	146.6	93.9	218.1
	"Washington County, AL"	"01129"	"2010"	"2010"	32	17581	182.0	124.5	257.0	184.9	125.6	262.5
	"Washington County, AL"	"01129"	"2011"	"2011"	23	17344	132.6	84.1	199.0	137.8	86.3	208.6
	"Washington County, AL"	"01129"	"2012"	"2012"	24	17109	140.3	89.9	208.7	144.1	91.3	216.2
	"Washington County, AL"	"01129"	"2013"	"2013"	23	16877	136.3	86.4	204.5	136.1	85.3	206.1
	"Wilcox County, AL"	"01131"	"2009"	"2009"	13	11870	Unreliable	58.3	187.3	Unreliable	53.0	179.1
	"Wilcox County, AL"	"01131"	"2010"	"2010"	14	11670	Unreliable	65.6	201.3	Unreliable	64.5	197.8
	"Wilcox County, AL"	"01131"	"2011"	"2011"	21	11482	182.9	113.2	279.6	193.4	118.1	298.6
	"Wilcox County, AL"	"01131"	"2012"	"2012"	11	11431	Unreliable	48.0	172.2	Unreliable	48.9	187.4
	"Wilcox County, AL"	"01131"	"2013"	"2013"	19	11307	Unreliable	101.2	262.4	Unreliable	102.5	281.6
	"Winston County, AL"	"01133"	"2009"	"2009"	35	24691	141.8	98.7	197.1	134.4	93.1	187.8
	"Winston County, AL"	"01133"	"2010"	"2010"	34	24484	138.9	96.2	194.1	131.1	89.6	185.0
	"Winston County, AL"	"01133"	"2011"	"2011"	30	24327	123.3	83.2	176.0	108.4	72.0	156.7
	"Winston County, AL"	"01133"	"2012"	"2012"	51	24108	211.5	157.5	278.1	194.0	143.0	257.2
	"Winston County, AL"	"01133"	"2013"	"2013"	57	24146	236.1	178.8	305.8	222.0	166.3	290.4
	"Anchorage Borough, AK"	"02020"	"2009"	"2009"	252	287677	87.6	76.8	98.4	114.7	99.2	130.3
	"Anchorage Borough, AK"	"02020"	"2010"	"2010"	298	291826	102.1	90.5	113.7	139.2	121.8	156.6
	"Anchorage Borough, AK"	"02020"	"2011"	"2011"	283	295570	95.7	84.6	106.9	122.6	107.1	138.1
	"Anchorage Borough, AK"	"02020"	"2012"	"2012"	312	298610	104.5	92.9	116.1	135.2	119.0	151.5
	"Anchorage Borough, AK"	"02020"	"2013"	"2013"	314	300950	104.3	92.8	115.9	135.6	119.4	151.7
	"Bethel Census Area, AK"	"02050"	"2009"	"2009"	32	16860	189.8	129.8	267.9	244.6	158.3	361.0
	"Bethel Census Area, AK"	"02050"	"2010"	"2010"	31	17013	182.2	123.8	258.6	239.3	148.1	365.8
	"Bethel Census Area, AK"	"02050"	"2011"	"2011"	29	17416	166.5	111.5	239.1	196.3	124.4	294.5
	"Bethel Census Area, AK"	"02050"	"2012"	"2012"	36	17746	202.9	142.1	280.8	243.6	164.3	347.7
	"Bethel Census Area, AK"	"02050"	"2013"	"2013"	21	17758	118.3	73.2	180.8	159.7	91.3	259.3
	"Dillingham Census Area, AK"	"02070"	"2010"	"2010"	12	4847	Unreliable	127.9	432.5	Unreliable	134.0	514.0
	"Dillingham Census Area, AK"	"02070"	"2011"	"2011"	13	4975	Unreliable	139.1	446.8	Unreliable	145.9	523.1
	"Dillingham Census Area, AK"	"02070"	"2012"	"2012"	13	5034	Unreliable	137.5	441.6	Unreliable	154.0	520.7
	"Dillingham Census Area, AK"	"02070"	"2013"	"2013"	13	5010	Unreliable	138.2	443.7	Unreliable	203.8	689.1
	"Fairbanks North Star Borough, AK"	"02090"	"2009"	"2009"	74	95238	77.7	61.0	97.5	114.7	86.6	148.9
	"Fairbanks North Star Borough, AK"	"02090"	"2010"	"2010"	71	97581	72.8	56.8	91.8	101.7	76.4	132.7
	"Fairbanks North Star Borough, AK"	"02090"	"2011"	"2011"	82	99192	82.7	65.7	102.6	117.3	90.1	150.1
	"Fairbanks North Star Borough, AK"	"02090"	"2012"	"2012"	86	100272	85.8	68.6	105.9	111.6	86.5	141.7
	"Fairbanks North Star Borough, AK"	"02090"	"2013"	"2013"	91	100436	90.6	72.9	111.2	119.4	93.7	149.9
	"Juneau Borough, AK"	"02110"	"2009"	"2009"	28	30857	90.7	60.3	131.1	117.3	75.9	173.1
	"Juneau Borough, AK"	"02110"	"2010"	"2010"	27	31275	86.3	56.9	125.6	115.3	73.9	171.6
	"Juneau Borough, AK"	"02110"	"2011"	"2011"	45	32164	139.9	102.1	187.2	165.7	117.8	226.6
	"Juneau Borough, AK"	"02110"	"2012"	"2012"	33	32556	101.4	69.8	142.4	121.1	81.7	172.9
	"Juneau Borough, AK"	"02110"	"2013"	"2013"	27	32660	82.7	54.5	120.3	86.5	55.4	128.7
	"Kenai Peninsula Borough, AK"	"02122"	"2009"	"2009"	78	54796	142.3	112.5	177.7	158.0	123.2	199.7
	"Kenai Peninsula Borough, AK"	"02122"	"2010"	"2010"	63	55400	113.7	87.4	145.5	124.8	94.3	162.1
	"Kenai Peninsula Borough, AK"	"02122"	"2011"	"2011"	65	56293	115.5	89.1	147.2	120.4	91.4	155.6
	"Kenai Peninsula Borough, AK"	"02122"	"2012"	"2012"	71	56900	124.8	97.5	157.4	139.6	107.7	177.9
	"Kenai Peninsula Borough, AK"	"02122"	"2013"	"2013"	70	57147	122.5	95.5	154.8	141.4	109.4	179.9
	"Ketchikan Gateway Borough, AK"	"02130"	"2009"	"2009"	15	13294	Unreliable	63.2	186.1	Unreliable	60.7	186.3
	"Ketchikan Gateway Borough, AK"	"02130"	"2010"	"2010"	18	13477	Unreliable	79.2	211.1	Unreliable	87.4	240.2
	"Ketchikan Gateway Borough, AK"	"02130"	"2011"	"2011"	18	13593	Unreliable	78.5	209.3	Unreliable	84.3	231.6
	"Ketchikan Gateway Borough, AK"	"02130"	"2012"	"2012"	18	13779	Unreliable	77.4	206.5	Unreliable	90.2	247.8
	"Ketchikan Gateway Borough, AK"	"02130"	"2013"	"2013"	13	13729	Unreliable	50.4	161.9	Unreliable	55.9	189.0
	"Kodiak Island Borough, AK"	"02150"	"2011"	"2011"	10	13872	Unreliable	34.6	132.6	Unreliable	41.0	186.9
	"Kodiak Island Borough, AK"	"02150"	"2012"	"2012"	16	14239	Unreliable	64.2	182.5	Unreliable	74.5	251.9
	"Kodiak Island Borough, AK"	"02150"	"2013"	"2013"	21	14135	148.6	92.0	227.1	236.4	135.1	383.8
	"Matanuska-Susitna Borough, AK"	"02170"	"2009"	"2009"	82	86885	94.4	75.1	117.1	112.8	87.0	143.7
	"Matanuska-Susitna Borough, AK"	"02170"	"2010"	"2010"	107	88995	120.2	97.4	143.0	165.6	130.7	200.5
	"Matanuska-Susitna Borough, AK"	"02170"	"2011"	"2011"	108	91946	117.5	95.3	139.6	164.6	130.1	199.1
	"Matanuska-Susitna Borough, AK"	"02170"	"2012"	"2012"	100	93925	106.5	85.6	127.3	136.3	106.7	165.9
	"Matanuska-Susitna Borough, AK"	"02170"	"2013"	"2013"	113	95192	118.7	96.8	140.6	160.6	128.2	193.1
	"Nome Census Area, AK"	"02180"	"2009"	"2009"	25	9313	268.4	173.7	396.3	334.9	201.6	522.9
	"Nome Census Area, AK"	"02180"	"2010"	"2010"	21	9492	221.2	137.0	338.2	270.5	154.6	439.2
	"Nome Census Area, AK"	"02180"	"2011"	"2011"	22	9856	223.2	139.9	337.9	286.9	167.1	459.4
	"Nome Census Area, AK"	"02180"	"2012"	"2012"	16	9915	Unreliable	92.2	262.1	Unreliable	90.6	267.1
	"Nome Census Area, AK"	"02180"	"2013"	"2013"	10	9892	Unreliable	48.5	185.9	Unreliable	51.0	232.8
	"North Slope Borough, AK"	"02185"	"2009"	"2009"	12	9105	Unreliable	68.1	230.2	Unreliable	74.0	531.6
	"North Slope Borough, AK"	"02185"	"2012"	"2012"	11	9643	Unreliable	56.9	204.1	Unreliable	66.4	477.1
	"Northwest Arctic Borough, AK"	"02188"	"2009"	"2009"	15	7467	Unreliable	112.4	331.3	Unreliable	139.2	470.5
	"Northwest Arctic Borough, AK"	"02188"	"2010"	"2010"	10	7523	Unreliable	63.7	244.5	Unreliable	84.0	430.3
	"Northwest Arctic Borough, AK"	"02188"	"2011"	"2011"	12	7733	Unreliable	80.2	271.1	Unreliable	80.3	287.8
	"Northwest Arctic Borough, AK"	"02188"	"2012"	"2012"	13	7810	Unreliable	88.6	284.6	Unreliable	92.1	311.2
	"Sitka Borough, AK"	"02220"	"2010"	"2010"	17	8881	Unreliable	111.5	306.5	Unreliable	117.6	323.2
	"Sitka Borough, AK"	"02220"	"2012"	"2012"	12	9046	Unreliable	68.5	231.7	Unreliable	61.3	219.6
	"Southeast Fairbanks Census Area, AK"	"02240"	"2013"	"2013"	10	6985	Unreliable	68.7	263.3	Unreliable	77.3	296.5
	"Valdez-Cordova Census Area, AK"	"02261"	"2009"	"2009"	10	9492	Unreliable	50.5	193.7	Unreliable	62.1	283.4
	"Valdez-Cordova Census Area, AK"	"02261"	"2011"	"2011"	11	9770	Unreliable	56.2	201.5	Unreliable	90.2	346.1
	"Wade Hampton Census Area, AK"	"02270"	"2009"	"2009"	19	7469	Unreliable	153.2	397.3	Unreliable	198.9	638.9
	"Wade Hampton Census Area, AK"	"02270"	"2010"	"2010"	22	7459	294.9	184.8	446.6	284.6	165.8	455.7
	"Wade Hampton Census Area, AK"	"02270"	"2011"	"2011"	21	7662	274.1	169.7	419.0	322.9	184.6	524.4
	"Wade Hampton Census Area, AK"	"02270"	"2012"	"2012"	20	7809	256.1	156.4	395.5	375.4	205.2	629.8
	"Wade Hampton Census Area, AK"	"02270"	"2013"	"2013"	31	7977	388.6	264.0	551.6	512.1	320.9	775.3
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2010"	"2010"	14	5588	Unreliable	137.0	420.4	Unreliable	154.4	495.9
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2011"	"2011"	20	5656	353.6	216.0	546.1	329.0	198.1	513.7
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2012"	"2012"	19	5770	Unreliable	198.3	514.2	Unreliable	210.3	578.1
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2013"	"2013"	14	5695	Unreliable	134.4	412.5	Unreliable	132.2	405.8
	"Apache County, AZ"	"04001"	"2009"	"2009"	134	71008	188.7	156.8	220.7	204.8	169.2	240.4
	"Apache County, AZ"	"04001"	"2010"	"2010"	155	71518	216.7	182.6	250.8	247.8	207.9	287.7
	"Apache County, AZ"	"04001"	"2011"	"2011"	168	72401	232.0	197.0	267.1	262.7	222.0	303.3
	"Apache County, AZ"	"04001"	"2012"	"2012"	157	73195	214.5	180.9	248.0	242.5	203.9	281.2
	"Apache County, AZ"	"04001"	"2013"	"2013"	173	71934	240.5	204.7	276.3	268.3	227.6	309.0
	"Cochise County, AZ"	"04003"	"2009"	"2009"	159	130081	122.2	103.2	141.2	113.2	95.0	131.4
	"Cochise County, AZ"	"04003"	"2010"	"2010"	177	131346	134.8	114.9	154.6	124.2	105.4	142.9
	"Cochise County, AZ"	"04003"	"2011"	"2011"	161	133289	120.8	102.1	139.4	111.5	93.8	129.2
	"Cochise County, AZ"	"04003"	"2012"	"2012"	161	132088	121.9	103.1	140.7	110.8	93.1	128.5
	"Cochise County, AZ"	"04003"	"2013"	"2013"	146	129473	112.8	94.5	131.1	97.5	81.1	114.0
	"Coconino County, AZ"	"04005"	"2009"	"2009"	176	133477	131.9	112.4	151.3	158.6	133.5	183.7
	"Coconino County, AZ"	"04005"	"2010"	"2010"	177	134421	131.7	112.3	151.1	168.7	142.4	195.0
	"Coconino County, AZ"	"04005"	"2011"	"2011"	185	134511	137.5	117.7	157.4	160.6	136.0	185.2
	"Coconino County, AZ"	"04005"	"2012"	"2012"	174	136011	127.9	108.9	146.9	159.1	134.4	183.9
	"Coconino County, AZ"	"04005"	"2013"	"2013"	174	136539	127.4	108.5	146.4	146.9	124.0	169.7
	"Gila County, AZ"	"04007"	"2009"	"2009"	70	53561	130.7	101.9	165.1	130.7	99.5	168.6
	"Gila County, AZ"	"04007"	"2010"	"2010"	72	53597	134.3	105.1	169.2	123.8	94.5	159.4
	"Gila County, AZ"	"04007"	"2011"	"2011"	70	53144	131.7	102.7	166.4	125.0	94.6	161.9
	"Gila County, AZ"	"04007"	"2012"	"2012"	94	53144	176.9	142.9	216.5	159.0	124.9	199.6
	"Gila County, AZ"	"04007"	"2013"	"2013"	120	53053	226.2	185.7	266.7	193.1	154.1	232.2
	"Graham County, AZ"	"04009"	"2009"	"2009"	37	37525	98.6	69.4	135.9	111.4	78.0	154.2
	"Graham County, AZ"	"04009"	"2010"	"2010"	36	37220	96.7	67.7	133.9	107.3	74.7	149.2
	"Graham County, AZ"	"04009"	"2011"	"2011"	44	37147	118.4	86.1	159.0	130.9	94.7	176.3
	"Graham County, AZ"	"04009"	"2012"	"2012"	47	37416	125.6	92.3	167.0	139.2	101.9	185.7
	"Graham County, AZ"	"04009"	"2013"	"2013"	47	37482	125.4	92.1	166.7	145.8	106.8	194.5
	"Greenlee County, AZ"	"04011"	"2010"	"2010"	10	8437	Unreliable	56.8	218.0	Unreliable	61.7	236.5
	"Greenlee County, AZ"	"04011"	"2011"	"2011"	12	8606	Unreliable	72.0	243.6	Unreliable	76.1	272.9
	"La Paz County, AZ"	"04012"	"2009"	"2009"	24	20514	117.0	75.0	174.1	117.2	69.5	185.2
	"La Paz County, AZ"	"04012"	"2010"	"2010"	33	20489	161.1	110.9	226.2	157.5	100.9	234.3
	"La Paz County, AZ"	"04012"	"2011"	"2011"	24	20419	117.5	75.3	174.9	120.8	71.6	190.8
	"La Paz County, AZ"	"04012"	"2012"	"2012"	29	20281	143.0	95.8	205.4	145.3	91.0	219.9
	"La Paz County, AZ"	"04012"	"2013"	"2013"	33	20324	162.4	111.8	228.0	153.9	96.5	233.0
	"Maricopa County, AZ"	"04013"	"2009"	"2009"	3310	3803779	87.0	84.1	90.0	89.4	86.4	92.5
	"Maricopa County, AZ"	"04013"	"2010"	"2010"	3471	3817117	90.9	87.9	94.0	92.6	89.5	95.7
	"Maricopa County, AZ"	"04013"	"2011"	"2011"	3607	3880244	93.0	89.9	96.0	93.0	90.0	96.1
	"Maricopa County, AZ"	"04013"	"2012"	"2012"	3654	3942169	92.7	89.7	95.7	91.9	88.9	94.9
	"Maricopa County, AZ"	"04013"	"2013"	"2013"	4007	4009412	99.9	96.8	103.0	98.1	95.0	101.1
	"Mohave County, AZ"	"04015"	"2009"	"2009"	255	199696	127.7	112.0	143.4	117.8	102.2	133.4
	"Mohave County, AZ"	"04015"	"2010"	"2010"	318	200186	158.9	141.4	176.3	139.1	122.6	155.5
	"Mohave County, AZ"	"04015"	"2011"	"2011"	329	202351	162.6	145.0	180.2	143.6	126.7	160.5
	"Mohave County, AZ"	"04015"	"2012"	"2012"	341	203334	167.7	149.9	185.5	147.0	129.9	164.2
	"Mohave County, AZ"	"04015"	"2013"	"2013"	366	203030	180.3	161.8	198.7	147.1	130.4	163.8
	"Navajo County, AZ"	"04017"	"2009"	"2009"	150	107571	139.4	117.1	161.8	158.2	132.2	184.1
	"Navajo County, AZ"	"04017"	"2010"	"2010"	171	107449	159.1	135.3	183.0	175.5	148.6	202.3
	"Navajo County, AZ"	"04017"	"2011"	"2011"	196	107398	182.5	156.9	208.0	194.0	166.2	221.8
	"Navajo County, AZ"	"04017"	"2012"	"2012"	220	107094	205.4	178.3	232.6	222.2	192.1	252.2
	"Navajo County, AZ"	"04017"	"2013"	"2013"	206	107322	191.9	165.7	218.2	200.7	172.5	228.9
	"Pima County, AZ"	"04019"	"2009"	"2009"	1209	975580	123.9	116.9	130.9	111.1	104.7	117.5
	"Pima County, AZ"	"04019"	"2010"	"2010"	1305	980263	133.1	125.9	140.4	118.7	112.1	125.3
	"Pima County, AZ"	"04019"	"2011"	"2011"	1324	989569	133.8	126.6	141.0	119.2	112.6	125.8
	"Pima County, AZ"	"04019"	"2012"	"2012"	1363	992394	137.3	130.1	144.6	118.6	112.2	125.1
	"Pima County, AZ"	"04019"	"2013"	"2013"	1256	996554	126.0	119.1	133.0	110.8	104.4	117.1
	"Pinal County, AZ"	"04021"	"2009"	"2009"	282	349830	80.6	71.2	90.0	87.1	76.6	97.6
	"Pinal County, AZ"	"04021"	"2010"	"2010"	327	375770	87.0	77.6	96.5	95.6	85.0	106.2
	"Pinal County, AZ"	"04021"	"2011"	"2011"	314	382992	82.0	72.9	91.1	87.4	77.5	97.3
	"Pinal County, AZ"	"04021"	"2012"	"2012"	354	387365	91.4	81.9	100.9	95.3	85.2	105.4
	"Pinal County, AZ"	"04021"	"2013"	"2013"	325	389350	83.5	74.4	92.5	86.7	77.1	96.3
	"Santa Cruz County, AZ"	"04023"	"2009"	"2009"	42	47011	89.3	64.4	120.8	88.5	62.3	121.9
	"Santa Cruz County, AZ"	"04023"	"2010"	"2010"	31	47420	65.4	44.4	92.8	66.9	45.2	95.6
	"Santa Cruz County, AZ"	"04023"	"2011"	"2011"	30	47676	62.9	42.5	89.8	64.0	42.9	91.9
	"Santa Cruz County, AZ"	"04023"	"2012"	"2012"	42	47303	88.8	64.0	120.0	91.0	65.3	123.4
	"Santa Cruz County, AZ"	"04023"	"2013"	"2013"	29	46768	62.0	41.5	89.1	62.3	41.1	90.6
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	309	211172	146.3	130.0	162.6	116.0	101.6	130.4
	"Yavapai County, AZ"	"04025"	"2010"	"2010"	329	211033	155.9	139.1	172.7	122.0	107.2	136.7
	"Yavapai County, AZ"	"04025"	"2011"	"2011"	372	211888	175.6	157.7	193.4	133.2	117.9	148.5
	"Yavapai County, AZ"	"04025"	"2012"	"2012"	415	212637	195.2	176.4	213.9	153.2	136.3	170.2
	"Yavapai County, AZ"	"04025"	"2013"	"2013"	476	215133	221.3	201.4	241.1	165.9	148.6	183.3
	"Yuma County, AZ"	"04027"	"2009"	"2009"	167	193714	86.2	73.1	99.3	87.2	73.8	100.7
	"Yuma County, AZ"	"04027"	"2010"	"2010"	137	195751	70.0	58.3	81.7	70.1	58.2	82.0
	"Yuma County, AZ"	"04027"	"2011"	"2011"	174	200870	86.6	73.8	99.5	85.6	72.7	98.6
	"Yuma County, AZ"	"04027"	"2012"	"2012"	180	200022	90.0	76.8	103.1	85.6	72.9	98.4
	"Yuma County, AZ"	"04027"	"2013"	"2013"	162	201201	80.5	68.1	92.9	75.9	64.0	87.9
	"Arkansas County, AR"	"05001"	"2009"	"2009"	25	19134	130.7	84.6	192.9	119.8	76.0	179.8
	"Arkansas County, AR"	"05001"	"2010"	"2010"	34	19019	178.8	123.8	249.8	165.6	113.3	233.8
	"Arkansas County, AR"	"05001"	"2011"	"2011"	25	18892	132.3	85.6	195.3	125.2	79.4	187.9
	"Arkansas County, AR"	"05001"	"2012"	"2012"	27	18892	142.9	94.2	207.9	117.5	76.7	172.1
	"Arkansas County, AR"	"05001"	"2013"	"2013"	23	18777	122.5	77.6	183.8	128.6	80.6	194.7
	"Ashley County, AR"	"05003"	"2009"	"2009"	21	21920	95.8	59.3	146.4	95.9	58.6	148.1
