"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Apache County, AZ"	"04001"	"2017"	"2017"	182	71606	254.2	260.6
	"Apache County, AZ"	"04001"	"2018"	"2018"	186	71818	259.0	267.9
	"Cochise County, AZ"	"04003"	"2015"	"2015"	164	126427	129.7	109.1
	"Cochise County, AZ"	"04003"	"2016"	"2016"	174	125770	138.3	113.4
	"Cochise County, AZ"	"04003"	"2017"	"2017"	192	124756	153.9	127.4
	"Cochise County, AZ"	"04003"	"2018"	"2018"	169	126770	133.3	107.6
	"Coconino County, AZ"	"04005"	"2015"	"2015"	163	139097	117.2	130.5
	"Coconino County, AZ"	"04005"	"2016"	"2016"	163	140908	115.7	123.6
	"Coconino County, AZ"	"04005"	"2017"	"2017"	201	140776	142.8	161.8
	"Coconino County, AZ"	"04005"	"2018"	"2018"	205	142854	143.5	155.2
	"Gila County, AZ"	"04007"	"2015"	"2015"	92	53159	173.1	150.0
	"Gila County, AZ"	"04007"	"2016"	"2016"	103	53556	192.3	179.1
	"Gila County, AZ"	"04007"	"2017"	"2017"	109	53501	203.7	197.3
	"Gila County, AZ"	"04007"	"2018"	"2018"	108	53889	200.4	189.8
	"Graham County, AZ"	"04009"	"2015"	"2015"	31	37666	82.3	86.0
	"Graham County, AZ"	"04009"	"2016"	"2016"	37	37599	98.4	100.8
	"Graham County, AZ"	"04009"	"2017"	"2017"	43	37466	114.8	117.1
	"Graham County, AZ"	"04009"	"2018"	"2018"	34	38072	89.3	83.7
	"Greenlee County, AZ"	"04011"	"2015"	"2015"	10	9529	Unreliable	Unreliable
	"Greenlee County, AZ"	"04011"	"2018"	"2018"	10	9483	Unreliable	Unreliable
	"La Paz County, AZ"	"04012"	"2015"	"2015"	28	20152	138.9	136.8
	"La Paz County, AZ"	"04012"	"2016"	"2016"	41	20317	201.8	196.3
	"La Paz County, AZ"	"04012"	"2017"	"2017"	35	20601	169.9	175.0
	"La Paz County, AZ"	"04012"	"2018"	"2018"	45	21098	213.3	220.9
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	3786	4167947	90.8	88.2
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	4242	4242997	100.0	95.4
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	4415	4307033	102.5	98.3
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	4635	4410824	105.1	99.9
	"Mohave County, AZ"	"04015"	"2015"	"2015"	324	204737	158.3	135.2
	"Mohave County, AZ"	"04015"	"2016"	"2016"	348	205249	169.6	138.3
	"Mohave County, AZ"	"04015"	"2017"	"2017"	341	207200	164.6	133.2
	"Mohave County, AZ"	"04015"	"2018"	"2018"	362	209550	172.8	132.0
	"Navajo County, AZ"	"04017"	"2015"	"2015"	178	108277	164.4	173.8
	"Navajo County, AZ"	"04017"	"2016"	"2016"	215	110026	195.4	201.0
	"Navajo County, AZ"	"04017"	"2017"	"2017"	247	108956	226.7	236.8
	"Navajo County, AZ"	"04017"	"2018"	"2018"	210	110445	190.1	197.7
	"Pima County, AZ"	"04019"	"2015"	"2015"	1182	1010025	117.0	102.8
	"Pima County, AZ"	"04019"	"2016"	"2016"	1273	1016206	125.3	107.6
	"Pima County, AZ"	"04019"	"2017"	"2017"	1304	1022769	127.5	110.9
	"Pima County, AZ"	"04019"	"2018"	"2018"	1270	1039073	122.2	106.4
	"Pinal County, AZ"	"04021"	"2015"	"2015"	355	406584	87.3	86.9
	"Pinal County, AZ"	"04021"	"2016"	"2016"	313	418540	74.8	72.3
	"Pinal County, AZ"	"04021"	"2017"	"2017"	358	430237	83.2	78.7
	"Pinal County, AZ"	"04021"	"2018"	"2018"	389	447138	87.0	83.5
	"Santa Cruz County, AZ"	"04023"	"2015"	"2015"	33	46461	71.0	66.0
	"Santa Cruz County, AZ"	"04023"	"2016"	"2016"	41	45985	89.2	80.7
	"Santa Cruz County, AZ"	"04023"	"2017"	"2017"	28	46212	60.6	55.2
	"Santa Cruz County, AZ"	"04023"	"2018"	"2018"	35	46511	75.3	78.0
	"Yavapai County, AZ"	"04025"	"2015"	"2015"	385	222255	173.2	128.2
	"Yavapai County, AZ"	"04025"	"2016"	"2016"	372	225562	164.9	120.9
	"Yavapai County, AZ"	"04025"	"2017"	"2017"	397	228168	174.0	131.0
	"Yavapai County, AZ"	"04025"	"2018"	"2018"	359	231993	154.7	115.7
	"Yuma County, AZ"	"04027"	"2015"	"2015"	176	204275	86.2	78.3
	"Yuma County, AZ"	"04027"	"2016"	"2016"	190	205631	92.4	83.7
	"Yuma County, AZ"	"04027"	"2017"	"2017"	164	207534	79.0	72.5
	"Yuma County, AZ"	"04027"	"2018"	"2018"	181	212128	85.3	78.5
	"Arkansas County, AR"	"05001"	"2015"	"2015"	21	18433	113.9	108.4
	"Arkansas County, AR"	"05001"	"2016"	"2016"	20	18214	109.8	108.1
	"Arkansas County, AR"	"05001"	"2017"	"2017"	33	17967	183.7	165.2
	"Arkansas County, AR"	"05001"	"2018"	"2018"	22	17769	123.8	108.8
	"Ashley County, AR"	"05003"	"2015"	"2015"	27	20838	129.6	110.0
	"Ashley County, AR"	"05003"	"2016"	"2016"	18	20492	Unreliable	Unreliable
	"Ashley County, AR"	"05003"	"2017"	"2017"	15	20283	Unreliable	Unreliable
	"Ashley County, AR"	"05003"	"2018"	"2018"	28	20046	139.7	119.1
	"Baxter County, AR"	"05005"	"2015"	"2015"	88	41053	214.4	151.4
	"Baxter County, AR"	"05005"	"2016"	"2016"	86	41062	209.4	135.6
	"Baxter County, AR"	"05005"	"2017"	"2017"	57	41355	137.8	103.6
	"Baxter County, AR"	"05005"	"2018"	"2018"	75	41619	180.2	122.5
	"Benton County, AR"	"05007"	"2015"	"2015"	241	249672	96.5	98.9
	"Benton County, AR"	"05007"	"2016"	"2016"	228	258291	88.3	89.9
	"Benton County, AR"	"05007"	"2017"	"2017"	244	266300	91.6	93.3
	"Benton County, AR"	"05007"	"2018"	"2018"	213	272608	78.1	78.6
	"Boone County, AR"	"05009"	"2015"	"2015"	51	37222	137.0	113.1
	"Boone County, AR"	"05009"	"2016"	"2016"	40	37304	107.2	92.0
	"Boone County, AR"	"05009"	"2017"	"2017"	41	37381	109.7	93.6
	"Boone County, AR"	"05009"	"2018"	"2018"	44	37480	117.4	109.7
	"Bradley County, AR"	"05011"	"2015"	"2015"	14	11094	Unreliable	Unreliable
	"Bradley County, AR"	"05011"	"2016"	"2016"	15	10996	Unreliable	Unreliable
	"Bradley County, AR"	"05011"	"2017"	"2017"	14	10864	Unreliable	Unreliable
	"Bradley County, AR"	"05011"	"2018"	"2018"	13	10897	Unreliable	Unreliable
	"Calhoun County, AR"	"05013"	"2018"	"2018"	10	5277	Unreliable	Unreliable
	"Carroll County, AR"	"05015"	"2015"	"2015"	44	27704	158.8	143.1
	"Carroll County, AR"	"05015"	"2016"	"2016"	34	27646	123.0	116.5
	"Carroll County, AR"	"05015"	"2017"	"2017"	33	27944	118.1	113.4
	"Carroll County, AR"	"05015"	"2018"	"2018"	53	28223	187.8	167.6
	"Chicot County, AR"	"05017"	"2015"	"2015"	24	11027	217.6	189.9
	"Chicot County, AR"	"05017"	"2016"	"2016"	20	10945	182.7	145.3
	"Chicot County, AR"	"05017"	"2017"	"2017"	13	10636	Unreliable	Unreliable
	"Clark County, AR"	"05019"	"2015"	"2015"	22	22633	97.2	103.6
	"Clark County, AR"	"05019"	"2016"	"2016"	22	22657	97.1	91.5
	"Clark County, AR"	"05019"	"2017"	"2017"	20	22293	89.7	82.9
	"Clark County, AR"	"05019"	"2018"	"2018"	26	22061	117.9	102.1
	"Clay County, AR"	"05021"	"2015"	"2015"	34	15109	225.0	199.2
	"Clay County, AR"	"05021"	"2016"	"2016"	14	14920	Unreliable	Unreliable
	"Clay County, AR"	"05021"	"2017"	"2017"	24	14920	160.9	142.4
	"Clay County, AR"	"05021"	"2018"	"2018"	26	14847	175.1	144.8
	"Cleburne County, AR"	"05023"	"2015"	"2015"	46	25467	180.6	147.0
	"Cleburne County, AR"	"05023"	"2016"	"2016"	35	25264	138.5	109.1
	"Cleburne County, AR"	"05023"	"2017"	"2017"	42	25048	167.7	121.1
	"Cleburne County, AR"	"05023"	"2018"	"2018"	43	24965	172.2	146.6
	"Cleveland County, AR"	"05025"	"2015"	"2015"	10	8311	Unreliable	Unreliable
	"Cleveland County, AR"	"05025"	"2016"	"2016"	13	8241	Unreliable	Unreliable
	"Cleveland County, AR"	"05025"	"2017"	"2017"	12	8202	Unreliable	Unreliable
	"Cleveland County, AR"	"05025"	"2018"	"2018"	19	8018	Unreliable	Unreliable
	"Columbia County, AR"	"05027"	"2015"	"2015"	28	24114	116.1	106.3
	"Columbia County, AR"	"05027"	"2016"	"2016"	24	23901	100.4	88.0
	"Columbia County, AR"	"05027"	"2017"	"2017"	21	23627	88.9	72.2
	"Columbia County, AR"	"05027"	"2018"	"2018"	23	23537	97.7	92.9
	"Conway County, AR"	"05029"	"2015"	"2015"	37	21019	176.0	148.5
	"Conway County, AR"	"05029"	"2016"	"2016"	22	20937	105.1	90.5
	"Conway County, AR"	"05029"	"2017"	"2017"	19	20916	Unreliable	Unreliable
	"Conway County, AR"	"05029"	"2018"	"2018"	23	20891	110.1	97.3
	"Craighead County, AR"	"05031"	"2015"	"2015"	133	104354	127.5	127.2
	"Craighead County, AR"	"05031"	"2016"	"2016"	137	105835	129.4	130.6
	"Craighead County, AR"	"05031"	"2017"	"2017"	139	107115	129.8	129.8
	"Craighead County, AR"	"05031"	"2018"	"2018"	137	108558	126.2	122.7
	"Crawford County, AR"	"05033"	"2015"	"2015"	66	61703	107.0	102.9
	"Crawford County, AR"	"05033"	"2016"	"2016"	48	62267	77.1	74.5
	"Crawford County, AR"	"05033"	"2017"	"2017"	65	62996	103.2	99.6
	"Crawford County, AR"	"05033"	"2018"	"2018"	66	63406	104.1	99.2
	"Crittenden County, AR"	"05035"	"2015"	"2015"	62	48963	126.6	134.8
	"Crittenden County, AR"	"05035"	"2016"	"2016"	77	49235	156.4	165.6
	"Crittenden County, AR"	"05035"	"2017"	"2017"	68	48750	139.5	140.8
	"Crittenden County, AR"	"05035"	"2018"	"2018"	87	48342	180.0	182.5
	"Cross County, AR"	"05037"	"2015"	"2015"	18	17284	Unreliable	Unreliable
	"Cross County, AR"	"05037"	"2016"	"2016"	19	17037	Unreliable	Unreliable
	"Cross County, AR"	"05037"	"2017"	"2017"	30	16863	177.9	160.6
	"Cross County, AR"	"05037"	"2018"	"2018"	31	16676	185.9	154.0
	"Dallas County, AR"	"05039"	"2017"	"2017"	10	7393	Unreliable	Unreliable
	"Dallas County, AR"	"05039"	"2018"	"2018"	13	7182	Unreliable	Unreliable
	"Desha County, AR"	"05041"	"2015"	"2015"	16	11965	Unreliable	Unreliable
	"Desha County, AR"	"05041"	"2016"	"2016"	13	11876	Unreliable	Unreliable
	"Desha County, AR"	"05041"	"2017"	"2017"	10	11764	Unreliable	Unreliable
	"Desha County, AR"	"05041"	"2018"	"2018"	16	11512	Unreliable	Unreliable
	"Drew County, AR"	"05043"	"2015"	"2015"	18	18778	Unreliable	Unreliable
	"Drew County, AR"	"05043"	"2016"	"2016"	25	18651	134.0	129.8
	"Drew County, AR"	"05043"	"2017"	"2017"	25	18547	134.8	120.6
	"Drew County, AR"	"05043"	"2018"	"2018"	20	18328	109.1	107.9
	"Faulkner County, AR"	"05045"	"2015"	"2015"	118	121552	97.1	104.7
	"Faulkner County, AR"	"05045"	"2016"	"2016"	127	122227	103.9	117.5
	"Faulkner County, AR"	"05045"	"2017"	"2017"	111	123654	89.8	98.7
	"Faulkner County, AR"	"05045"	"2018"	"2018"	129	124806	103.4	106.4
	"Franklin County, AR"	"05047"	"2015"	"2015"	28	17702	158.2	148.5
	"Franklin County, AR"	"05047"	"2016"	"2016"	23	17626	130.5	132.1
	"Franklin County, AR"	"05047"	"2017"	"2017"	19	17890	Unreliable	Unreliable
	"Franklin County, AR"	"05047"	"2018"	"2018"	23	17810	129.1	128.5
	"Fulton County, AR"	"05049"	"2015"	"2015"	19	12204	Unreliable	Unreliable
	"Fulton County, AR"	"05049"	"2016"	"2016"	15	12123	Unreliable	Unreliable
	"Fulton County, AR"	"05049"	"2017"	"2017"	26	12055	215.7	169.8
	"Fulton County, AR"	"05049"	"2018"	"2018"	22	12269	179.3	123.7
	"Garland County, AR"	"05051"	"2015"	"2015"	169	97177	173.9	146.0
	"Garland County, AR"	"05051"	"2016"	"2016"	161	97477	165.2	139.1
	"Garland County, AR"	"05051"	"2017"	"2017"	193	98658	195.6	161.8
	"Garland County, AR"	"05051"	"2018"	"2018"	143	99154	144.2	116.7
	"Grant County, AR"	"05053"	"2015"	"2015"	20	18102	110.5	105.9
	"Grant County, AR"	"05053"	"2016"	"2016"	26	18082	143.8	133.4
	"Grant County, AR"	"05053"	"2017"	"2017"	31	18165	170.7	161.4
	"Grant County, AR"	"05053"	"2018"	"2018"	11	18188	Unreliable	Unreliable
	"Greene County, AR"	"05055"	"2015"	"2015"	68	44196	153.9	152.6
	"Greene County, AR"	"05055"	"2016"	"2016"	40	44598	89.7	89.2
	"Greene County, AR"	"05055"	"2017"	"2017"	58	45053	128.7	128.5
	"Greene County, AR"	"05055"	"2018"	"2018"	58	45325	128.0	121.4
	"Hempstead County, AR"	"05057"	"2015"	"2015"	17	22084	Unreliable	Unreliable
	"Hempstead County, AR"	"05057"	"2016"	"2016"	18	21974	Unreliable	Unreliable
	"Hempstead County, AR"	"05057"	"2017"	"2017"	18	21861	Unreliable	Unreliable
	"Hempstead County, AR"	"05057"	"2018"	"2018"	21	21741	96.6	90.4
	"Hot Spring County, AR"	"05059"	"2015"	"2015"	58	33426	173.5	158.6
	"Hot Spring County, AR"	"05059"	"2016"	"2016"	53	33374	158.8	144.2
	"Hot Spring County, AR"	"05059"	"2017"	"2017"	66	33574	196.6	194.1
	"Hot Spring County, AR"	"05059"	"2018"	"2018"	43	33701	127.6	112.8
	"Howard County, AR"	"05061"	"2015"	"2015"	16	13300	Unreliable	Unreliable
	"Howard County, AR"	"05061"	"2016"	"2016"	11	13377	Unreliable	Unreliable
	"Howard County, AR"	"05061"	"2017"	"2017"	21	13478	155.8	160.1
	"Howard County, AR"	"05061"	"2018"	"2018"	12	13341	Unreliable	Unreliable
	"Independence County, AR"	"05063"	"2015"	"2015"	42	37052	113.4	106.2
	"Independence County, AR"	"05063"	"2016"	"2016"	44	37168	118.4	115.6
	"Independence County, AR"	"05063"	"2017"	"2017"	46	37504	122.7	115.9
	"Independence County, AR"	"05063"	"2018"	"2018"	34	37678	90.2	83.4
	"Izard County, AR"	"05065"	"2015"	"2015"	25	13445	185.9	156.0
	"Izard County, AR"	"05065"	"2016"	"2016"	23	13433	171.2	128.6
	"Izard County, AR"	"05065"	"2017"	"2017"	20	13686	146.1	126.8
	"Izard County, AR"	"05065"	"2018"	"2018"	26	13593	191.3	139.7
	"Jackson County, AR"	"05067"	"2015"	"2015"	20	17338	115.4	100.5
	"Jackson County, AR"	"05067"	"2016"	"2016"	29	17221	168.4	151.9
	"Jackson County, AR"	"05067"	"2017"	"2017"	22	17135	128.4	117.5
	"Jackson County, AR"	"05067"	"2018"	"2018"	28	16811	166.6	142.3
	"Jefferson County, AR"	"05069"	"2015"	"2015"	82	71565	114.6	113.3
	"Jefferson County, AR"	"05069"	"2016"	"2016"	78	70016	111.4	109.4
	"Jefferson County, AR"	"05069"	"2017"	"2017"	118	69115	170.7	162.1
	"Jefferson County, AR"	"05069"	"2018"	"2018"	93	68114	136.5	134.3
	"Johnson County, AR"	"05071"	"2015"	"2015"	30	26141	114.8	109.6
	"Johnson County, AR"	"05071"	"2016"	"2016"	30	26176	114.6	111.6
	"Johnson County, AR"	"05071"	"2017"	"2017"	31	26552	116.8	112.8
	"Johnson County, AR"	"05071"	"2018"	"2018"	29	26742	108.4	100.3
	"Lafayette County, AR"	"05073"	"2016"	"2016"	10	6847	Unreliable	Unreliable
	"Lawrence County, AR"	"05075"	"2015"	"2015"	35	16779	208.6	179.4
	"Lawrence County, AR"	"05075"	"2016"	"2016"	29	16735	173.3	158.1
	"Lawrence County, AR"	"05075"	"2017"	"2017"	44	16525	266.3	209.9
	"Lawrence County, AR"	"05075"	"2018"	"2018"	23	16434	140.0	126.8
	"Lee County, AR"	"05077"	"2015"	"2015"	20	9650	207.3	185.4
	"Lee County, AR"	"05077"	"2017"	"2017"	17	9176	Unreliable	Unreliable
	"Lee County, AR"	"05077"	"2018"	"2018"	14	8985	Unreliable	Unreliable
	"Lincoln County, AR"	"05079"	"2017"	"2017"	24	13646	175.9	163.1
	"Lincoln County, AR"	"05079"	"2018"	"2018"	24	13383	179.3	153.3
	"Little River County, AR"	"05081"	"2015"	"2015"	11	12472	Unreliable	Unreliable
	"Little River County, AR"	"05081"	"2016"	"2016"	24	12451	192.8	189.3
	"Little River County, AR"	"05081"	"2017"	"2017"	18	12359	Unreliable	Unreliable
	"Little River County, AR"	"05081"	"2018"	"2018"	14	12326	Unreliable	Unreliable
	"Logan County, AR"	"05083"	"2015"	"2015"	23	21714	105.9	96.0
	"Logan County, AR"	"05083"	"2016"	"2016"	17	21792	Unreliable	Unreliable
	"Logan County, AR"	"05083"	"2017"	"2017"	30	21722	138.1	120.2
	"Logan County, AR"	"05083"	"2018"	"2018"	21	21737	96.6	99.4
	"Lonoke County, AR"	"05085"	"2015"	"2015"	83	71645	115.8	120.6
	"Lonoke County, AR"	"05085"	"2016"	"2016"	107	72228	148.1	153.8
	"Lonoke County, AR"	"05085"	"2017"	"2017"	73	72898	100.1	107.6
	"Lonoke County, AR"	"05085"	"2018"	"2018"	85	73657	115.4	118.9
	"Madison County, AR"	"05087"	"2015"	"2015"	18	15767	Unreliable	Unreliable
	"Madison County, AR"	"05087"	"2016"	"2016"	24	16072	149.3	139.5
	"Madison County, AR"	"05087"	"2017"	"2017"	26	16339	159.1	148.7
	"Madison County, AR"	"05087"	"2018"	"2018"	19	16481	Unreliable	Unreliable
	"Marion County, AR"	"05089"	"2015"	"2015"	31	16185	191.5	163.9
	"Marion County, AR"	"05089"	"2016"	"2016"	31	16325	189.9	134.0
	"Marion County, AR"	"05089"	"2017"	"2017"	32	16428	194.8	156.4
	"Marion County, AR"	"05089"	"2018"	"2018"	31	16722	185.4	173.3
	"Miller County, AR"	"05091"	"2015"	"2015"	39	43908	88.8	87.4
	"Miller County, AR"	"05091"	"2016"	"2016"	49	43787	111.9	109.5
	"Miller County, AR"	"05091"	"2017"	"2017"	55	43984	125.0	121.7
	"Miller County, AR"	"05091"	"2018"	"2018"	37	43592	84.9	77.7
	"Mississippi County, AR"	"05093"	"2015"	"2015"	62	43738	141.8	143.2
	"Mississippi County, AR"	"05093"	"2016"	"2016"	76	42835	177.4	170.7
	"Mississippi County, AR"	"05093"	"2017"	"2017"	67	42159	158.9	161.0
	"Mississippi County, AR"	"05093"	"2018"	"2018"	52	41239	126.1	126.3
	"Monroe County, AR"	"05095"	"2016"	"2016"	14	7169	Unreliable	Unreliable
	"Montgomery County, AR"	"05097"	"2015"	"2015"	13	8970	Unreliable	Unreliable
	"Montgomery County, AR"	"05097"	"2016"	"2016"	25	8879	281.6	184.4
	"Montgomery County, AR"	"05097"	"2017"	"2017"	14	8919	Unreliable	Unreliable
	"Montgomery County, AR"	"05097"	"2018"	"2018"	25	8924	280.1	165.2
	"Nevada County, AR"	"05099"	"2015"	"2015"	11	8558	Unreliable	Unreliable
	"Nevada County, AR"	"05099"	"2016"	"2016"	19	8398	Unreliable	Unreliable
	"Newton County, AR"	"05101"	"2015"	"2015"	10	7913	Unreliable	Unreliable
	"Newton County, AR"	"05101"	"2016"	"2016"	10	7936	Unreliable	Unreliable
	"Newton County, AR"	"05101"	"2018"	"2018"	13	7805	Unreliable	Unreliable
	"Ouachita County, AR"	"05103"	"2015"	"2015"	29	24358	119.1	112.6
	"Ouachita County, AR"	"05103"	"2016"	"2016"	27	24098	112.0	90.0
	"Ouachita County, AR"	"05103"	"2017"	"2017"	34	23868	142.5	120.9
	"Ouachita County, AR"	"05103"	"2018"	"2018"	28	23606	118.6	105.9
	"Perry County, AR"	"05105"	"2015"	"2015"	14	10189	Unreliable	Unreliable
	"Perry County, AR"	"05105"	"2016"	"2016"	14	10132	Unreliable	Unreliable
	"Perry County, AR"	"05105"	"2017"	"2017"	17	10348	Unreliable	Unreliable
	"Phillips County, AR"	"05107"	"2015"	"2015"	24	19513	123.0	125.0
	"Phillips County, AR"	"05107"	"2016"	"2016"	29	18975	152.8	143.3
	"Phillips County, AR"	"05107"	"2017"	"2017"	33	18572	177.7	171.2
	"Phillips County, AR"	"05107"	"2018"	"2018"	38	18029	210.8	209.9
	"Pike County, AR"	"05109"	"2015"	"2015"	14	10824	Unreliable	Unreliable
	"Pike County, AR"	"05109"	"2016"	"2016"	12	10832	Unreliable	Unreliable
	"Pike County, AR"	"05109"	"2017"	"2017"	13	10726	Unreliable	Unreliable
	"Pike County, AR"	"05109"	"2018"	"2018"	15	10673	Unreliable	Unreliable
	"Poinsett County, AR"	"05111"	"2015"	"2015"	55	24040	228.8	217.0
	"Poinsett County, AR"	"05111"	"2016"	"2016"	48	24023	199.8	184.9
	"Poinsett County, AR"	"05111"	"2017"	"2017"	42	24154	173.9	156.2
	"Poinsett County, AR"	"05111"	"2018"	"2018"	43	23974	179.4	178.5
	"Polk County, AR"	"05113"	"2015"	"2015"	21	20216	103.9	95.3
	"Polk County, AR"	"05113"	"2016"	"2016"	30	20173	148.7	138.7
	"Polk County, AR"	"05113"	"2017"	"2017"	30	20118	149.1	118.5
	"Polk County, AR"	"05113"	"2018"	"2018"	20	20049	99.8	96.2
	"Pope County, AR"	"05115"	"2015"	"2015"	68	63390	107.3	105.3
	"Pope County, AR"	"05115"	"2016"	"2016"	74	63779	116.0	112.6
	"Pope County, AR"	"05115"	"2017"	"2017"	64	63835	100.3	98.7
	"Pope County, AR"	"05115"	"2018"	"2018"	67	64000	104.7	100.4
	"Pulaski County, AR"	"05119"	"2015"	"2015"	408	392664	103.9	100.4
	"Pulaski County, AR"	"05119"	"2016"	"2016"	442	393250	112.4	107.5
	"Pulaski County, AR"	"05119"	"2017"	"2017"	425	393956	107.9	105.8
	"Pulaski County, AR"	"05119"	"2018"	"2018"	429	392680	109.2	104.2
	"Randolph County, AR"	"05121"	"2015"	"2015"	31	17469	177.5	132.4
	"Randolph County, AR"	"05121"	"2016"	"2016"	35	17448	200.6	158.7
	"Randolph County, AR"	"05121"	"2017"	"2017"	37	17557	210.7	169.5
	"Randolph County, AR"	"05121"	"2018"	"2018"	37	17948	206.2	161.3
	"St. Francis County, AR"	"05123"	"2015"	"2015"	22	26589	82.7	78.4
	"St. Francis County, AR"	"05123"	"2016"	"2016"	26	26196	99.3	94.6
	"St. Francis County, AR"	"05123"	"2017"	"2017"	35	25930	135.0	130.4
	"St. Francis County, AR"	"05123"	"2018"	"2018"	28	25439	110.1	111.0
	"Saline County, AR"	"05125"	"2015"	"2015"	96	117460	81.7	79.8
	"Saline County, AR"	"05125"	"2016"	"2016"	105	118703	88.5	85.5
	"Saline County, AR"	"05125"	"2017"	"2017"	140	119323	117.3	112.8
	"Saline County, AR"	"05125"	"2018"	"2018"	122	121421	100.5	97.2
	"Scott County, AR"	"05127"	"2015"	"2015"	18	10513	Unreliable	Unreliable
	"Scott County, AR"	"05127"	"2016"	"2016"	18	10277	Unreliable	Unreliable
	"Scott County, AR"	"05127"	"2018"	"2018"	16	10319	Unreliable	Unreliable
	"Searcy County, AR"	"05129"	"2015"	"2015"	18	7869	Unreliable	Unreliable
	"Searcy County, AR"	"05129"	"2016"	"2016"	22	7967	276.1	210.3
	"Searcy County, AR"	"05129"	"2018"	"2018"	17	7958	Unreliable	Unreliable
	"Sebastian County, AR"	"05131"	"2015"	"2015"	127	127780	99.4	95.0
	"Sebastian County, AR"	"05131"	"2016"	"2016"	126	127793	98.6	95.5
	"Sebastian County, AR"	"05131"	"2017"	"2017"	130	128107	101.5	96.7
	"Sebastian County, AR"	"05131"	"2018"	"2018"	117	127753	91.6	90.8
	"Sevier County, AR"	"05133"	"2015"	"2015"	23	17290	133.0	132.8
	"Sevier County, AR"	"05133"	"2016"	"2016"	19	16910	Unreliable	Unreliable
	"Sevier County, AR"	"05133"	"2017"	"2017"	12	17115	Unreliable	Unreliable
	"Sevier County, AR"	"05133"	"2018"	"2018"	12	17139	Unreliable	Unreliable
	"Sharp County, AR"	"05135"	"2015"	"2015"	23	16912	136.0	102.7
	"Sharp County, AR"	"05135"	"2016"	"2016"	36	17157	209.8	162.1
	"Sharp County, AR"	"05135"	"2017"	"2017"	44	17393	253.0	207.2
	"Sharp County, AR"	"05135"	"2018"	"2018"	23	17366	132.4	98.0
	"Stone County, AR"	"05137"	"2015"	"2015"	22	12456	176.6	137.9
	"Stone County, AR"	"05137"	"2016"	"2016"	21	12539	167.5	141.4
	"Stone County, AR"	"05137"	"2017"	"2017"	19	12537	Unreliable	Unreliable
	"Stone County, AR"	"05137"	"2018"	"2018"	15	12457	Unreliable	Unreliable
	"Union County, AR"	"05139"	"2015"	"2015"	44	40144	109.6	97.9
	"Union County, AR"	"05139"	"2016"	"2016"	44	39887	110.3	110.7
	"Union County, AR"	"05139"	"2017"	"2017"	58	39449	147.0	134.7
	"Union County, AR"	"05139"	"2018"	"2018"	60	39126	153.4	139.3
	"Van Buren County, AR"	"05141"	"2015"	"2015"	26	16771	155.0	131.1
	"Van Buren County, AR"	"05141"	"2016"	"2016"	22	16628	132.3	103.2
	"Van Buren County, AR"	"05141"	"2017"	"2017"	33	16506	199.9	187.7
	"Van Buren County, AR"	"05141"	"2018"	"2018"	18	16603	Unreliable	Unreliable
	"Washington County, AR"	"05143"	"2015"	"2015"	162	225477	71.8	76.5
	"Washington County, AR"	"05143"	"2016"	"2016"	171	228049	75.0	80.1
	"Washington County, AR"	"05143"	"2017"	"2017"	162	231996	69.8	75.2
	"Washington County, AR"	"05143"	"2018"	"2018"	127	236961	53.6	56.9
	"White County, AR"	"05145"	"2015"	"2015"	81	79161	102.3	97.7
	"White County, AR"	"05145"	"2016"	"2016"	92	79263	116.1	111.5
	"White County, AR"	"05145"	"2017"	"2017"	114	79016	144.3	137.1
	"White County, AR"	"05145"	"2018"	"2018"	81	78727	102.9	97.4
